State,Year,Quarter,District,RegisteredUser
gujarat,2019,2,navsari district,106244
gujarat,2019,2,patan district,115299
gujarat,2019,2,kachchh district,261458
gujarat,2019,2,surendranagar district,110431
gujarat,2019,2,morbi district,90030
gujarat,2019,3,anand district,226293
gujarat,2019,3,jamnagar district,154042
gujarat,2019,3,devbhumi dwarka district,49534
gujarat,2019,3,rajkot district,384852
gujarat,2019,3,aravallis district,73003
gujarat,2019,3,chhotaudepur district,27128
gujarat,2019,3,botad district,72181
gujarat,2019,3,bharuch district,315856
gujarat,2019,3,bhavnagar district,255608
gujarat,2019,3,junagadh district,104847
gujarat,2019,3,mahesana district,286652
gujarat,2019,3,the dangs district,8306
gujarat,2019,3,kheda district,162956
gujarat,2019,3,surat district,1481391
gujarat,2019,3,porbandar district,36834
gujarat,2019,3,gandhinagar district,372464
gujarat,2019,3,panch mahals district,102546
gujarat,2019,3,narmada district,25267
gujarat,2019,3,gir somnath district,88366
gujarat,2019,3,valsad district,266134
gujarat,2019,3,mahisagar district,40679
gujarat,2019,3,sabar kantha district,138237
gujarat,2019,3,tapi district,51028
gujarat,2019,3,vadodara district,637678
gujarat,2019,3,banas kantha district,301373
gujarat,2019,3,amreli district,101453
gujarat,2019,3,ahmadabad district,1848860
gujarat,2019,3,dohad district,59460
gujarat,2019,3,navsari district,118324
gujarat,2019,3,patan district,128573
gujarat,2019,3,kachchh district,285519
gujarat,2019,3,surendranagar district,122518
gujarat,2019,3,morbi district,101337
gujarat,2019,4,anand district,252401
gujarat,2019,4,jamnagar district,171337
gujarat,2019,4,devbhumi dwarka district,55209
gujarat,2019,4,rajkot district,426178
gujarat,2019,4,aravallis district,83136
gujarat,2019,4,chhotaudepur district,31338
gujarat,2019,4,botad district,80499
gujarat,2019,4,bharuch district,350619
gujarat,2019,4,bhavnagar district,286520
gujarat,2019,4,junagadh district,117357
gujarat,2019,4,mahesana district,316985
gujarat,2019,4,the dangs district,9594
gujarat,2019,4,kheda district,182669
gujarat,2019,4,surat district,1624077
gujarat,2019,4,porbandar district,40962
gujarat,2019,4,gandhinagar district,408526
gujarat,2019,4,panch mahals district,115707
gujarat,2019,4,narmada district,28910
gujarat,2019,4,gir somnath district,98982
gujarat,2019,4,valsad district,296977
gujarat,2019,4,mahisagar district,47237
gujarat,2019,4,sabar kantha district,155618
gujarat,2019,4,tapi district,58115
gujarat,2019,4,vadodara district,700817
gujarat,2019,4,banas kantha district,339582
gujarat,2019,4,amreli district,114242
gujarat,2019,4,ahmadabad district,2015947
gujarat,2019,4,dohad district,69618
gujarat,2019,4,navsari district,131460
gujarat,2019,4,patan district,144779
gujarat,2019,4,kachchh district,314732
gujarat,2019,4,surendranagar district,138218
gujarat,2019,4,morbi district,115451
gujarat,2020,1,anand district,277835
gujarat,2020,1,jamnagar district,188224
gujarat,2020,1,devbhumi dwarka district,61293
gujarat,2020,1,rajkot district,469636
gujarat,2020,1,aravallis district,94716
gujarat,2020,1,chhotaudepur district,36116
gujarat,2020,1,botad district,88241
gujarat,2020,1,bharuch district,384819
gujarat,2020,1,bhavnagar district,315412
gujarat,2020,1,junagadh district,130231
gujarat,2020,1,mahesana district,349897
gujarat,2020,1,the dangs district,10877
gujarat,2020,1,kheda district,204548
gujarat,2020,1,surat district,1772703
gujarat,2020,1,porbandar district,45383
gujarat,2020,1,gandhinagar district,445290
gujarat,2020,1,panch mahals district,129831
gujarat,2020,1,narmada district,33074
gujarat,2020,1,gir somnath district,110211
gujarat,2020,1,valsad district,330053
gujarat,2020,1,mahisagar district,54880
gujarat,2020,1,sabar kantha district,174426
gujarat,2020,1,tapi district,65634
gujarat,2020,1,vadodara district,763969
gujarat,2020,1,banas kantha district,386212
gujarat,2020,1,amreli district,126423
gujarat,2020,1,ahmadabad district,2185983
gujarat,2020,1,dohad district,81529
gujarat,2020,1,navsari district,146018
gujarat,2020,1,patan district,164027
gujarat,2020,1,kachchh district,347270
gujarat,2020,1,surendranagar district,154610
gujarat,2020,1,morbi district,130472
gujarat,2020,2,anand district,307408
gujarat,2020,2,jamnagar district,208647
gujarat,2020,2,devbhumi dwarka district,69591
gujarat,2020,2,rajkot district,522650
gujarat,2020,2,aravallis district,109491
gujarat,2020,2,chhotaudepur district,43696
gujarat,2020,2,botad district,100129
gujarat,2020,2,bharuch district,423017
gujarat,2020,2,bhavnagar district,354301
gujarat,2020,2,junagadh district,147012
gujarat,2020,2,mahesana district,389562
gujarat,2020,2,the dangs district,12754
gujarat,2020,2,kheda district,232123
gujarat,2020,2,surat district,1935894
gujarat,2020,2,porbandar district,50733
gujarat,2020,2,gandhinagar district,488351
gujarat,2020,2,panch mahals district,148675
gujarat,2020,2,narmada district,39531
gujarat,2020,2,gir somnath district,125777
gujarat,2020,2,valsad district,372771
gujarat,2020,2,mahisagar district,64428
gujarat,2020,2,sabar kantha district,196035
gujarat,2020,2,tapi district,76018
gujarat,2020,2,vadodara district,830759
gujarat,2020,2,banas kantha district,446603
gujarat,2020,2,amreli district,145486
gujarat,2020,2,ahmadabad district,2384154
gujarat,2020,2,dohad district,102250
gujarat,2020,2,navsari district,166398
gujarat,2020,2,patan district,185703
gujarat,2020,2,kachchh district,385480
gujarat,2020,2,surendranagar district,176758
gujarat,2020,2,morbi district,150472
gujarat,2020,3,anand district,336799
gujarat,2020,3,jamnagar district,227798
gujarat,2020,3,devbhumi dwarka district,76991
gujarat,2020,3,rajkot district,573062
gujarat,2020,3,aravallis district,122687
gujarat,2020,3,chhotaudepur district,49929
gujarat,2020,3,botad district,109438
gujarat,2020,3,bharuch district,462292
gujarat,2020,3,bhavnagar district,387781
gujarat,2020,3,junagadh district,163177
gujarat,2020,3,mahesana district,427950
gujarat,2020,3,the dangs district,14501
gujarat,2020,3,kheda district,256968
gujarat,2020,3,surat district,2092712
gujarat,2020,3,porbandar district,56130
gujarat,2020,3,gandhinagar district,529771
gujarat,2020,3,panch mahals district,165251
gujarat,2020,3,narmada district,44654
gujarat,2020,3,gir somnath district,139141
gujarat,2020,3,valsad district,410740
gujarat,2020,3,mahisagar district,73191
gujarat,2020,3,sabar kantha district,218309
gujarat,2020,3,tapi district,84921
gujarat,2020,3,vadodara district,901492
gujarat,2020,3,banas kantha district,501471
gujarat,2020,3,amreli district,161288
gujarat,2020,3,ahmadabad district,2580178
gujarat,2020,3,dohad district,118431
gujarat,2020,3,navsari district,183779
gujarat,2020,3,patan district,206708
gujarat,2020,3,kachchh district,423729
gujarat,2020,3,surendranagar district,197594
gujarat,2020,3,morbi district,168984
gujarat,2020,4,anand district,367561
gujarat,2020,4,jamnagar district,248187
gujarat,2020,4,devbhumi dwarka district,84750
gujarat,2020,4,rajkot district,627654
gujarat,2020,4,aravallis district,135616
gujarat,2020,4,chhotaudepur district,56282
gujarat,2020,4,botad district,117629
gujarat,2020,4,bharuch district,508005
gujarat,2020,4,bhavnagar district,419697
gujarat,2020,4,junagadh district,178595
gujarat,2020,4,mahesana district,464932
gujarat,2020,4,the dangs district,16317
gujarat,2020,4,kheda district,282429
gujarat,2020,4,surat district,2278232
gujarat,2020,4,porbandar district,62166
gujarat,2020,4,gandhinagar district,572461
gujarat,2020,4,panch mahals district,182696
gujarat,2020,4,narmada district,50130
gujarat,2020,4,gir somnath district,152104
gujarat,2020,4,valsad district,452628
gujarat,2020,4,mahisagar district,81588
gujarat,2020,4,sabar kantha district,240357
gujarat,2020,4,tapi district,94476
gujarat,2020,4,vadodara district,980658
gujarat,2020,4,banas kantha district,551645
gujarat,2020,4,amreli district,176011
gujarat,2020,4,ahmadabad district,2787991
gujarat,2020,4,dohad district,132954
gujarat,2020,4,navsari district,201412
gujarat,2020,4,patan district,227441
gujarat,2020,4,kachchh district,466855
gujarat,2020,4,surendranagar district,216954
gujarat,2020,4,morbi district,188790
gujarat,2021,1,anand district,395164
gujarat,2021,1,jamnagar district,267315
gujarat,2021,1,devbhumi dwarka district,91653
gujarat,2021,1,rajkot district,677301
gujarat,2021,1,aravallis district,146811
gujarat,2021,1,chhotaudepur district,61097
gujarat,2021,1,botad district,126302
gujarat,2021,1,bharuch district,548541
gujarat,2021,1,bhavnagar district,450462
gujarat,2021,1,junagadh district,192500
gujarat,2021,1,mahesana district,500511
gujarat,2021,1,the dangs district,17658
gujarat,2021,1,kheda district,304909
gujarat,2021,1,surat district,2458596
gujarat,2021,1,porbandar district,67063
gujarat,2021,1,gandhinagar district,615315
gujarat,2021,1,panch mahals district,197602
gujarat,2021,1,narmada district,54427
gujarat,2021,1,gir somnath district,163763
gujarat,2021,1,valsad district,489062
gujarat,2021,1,mahisagar district,88343
gujarat,2021,1,sabar kantha district,259578
gujarat,2021,1,tapi district,102144
gujarat,2021,1,vadodara district,1053954
gujarat,2021,1,banas kantha district,598384
gujarat,2021,1,amreli district,189252
gujarat,2021,1,ahmadabad district,2999575
gujarat,2021,1,dohad district,144445
gujarat,2021,1,navsari district,216841
gujarat,2021,1,patan district,246083
gujarat,2021,1,kachchh district,505517
gujarat,2021,1,surendranagar district,234429
gujarat,2021,1,morbi district,205529
gujarat,2021,2,anand district,422965
gujarat,2021,2,jamnagar district,287113
gujarat,2021,2,devbhumi dwarka district,98957
gujarat,2021,2,rajkot district,726817
gujarat,2021,2,aravallis district,158083
gujarat,2021,2,chhotaudepur district,66155
gujarat,2021,2,botad district,135845
gujarat,2021,2,bharuch district,588777
gujarat,2021,2,bhavnagar district,483224
gujarat,2021,2,junagadh district,207118
gujarat,2021,2,mahesana district,536645
gujarat,2021,2,the dangs district,19033
gujarat,2021,2,kheda district,327251
gujarat,2021,2,surat district,2633443
gujarat,2021,2,porbandar district,72172
gujarat,2021,2,gandhinagar district,658428
gujarat,2021,2,panch mahals district,212616
gujarat,2021,2,narmada district,58790
gujarat,2021,2,gir somnath district,176061
gujarat,2021,2,valsad district,524614
gujarat,2021,2,mahisagar district,95143
gujarat,2021,2,sabar kantha district,278539
gujarat,2021,2,tapi district,109719
gujarat,2021,2,vadodara district,1127636
gujarat,2021,2,banas kantha district,645073
gujarat,2021,2,amreli district,204136
gujarat,2021,2,ahmadabad district,3209841
gujarat,2021,2,dohad district,155988
gujarat,2021,2,navsari district,232448
gujarat,2021,2,patan district,265040
gujarat,2021,2,kachchh district,543585
gujarat,2021,2,surendranagar district,253097
gujarat,2021,2,morbi district,221629
gujarat,2021,3,anand district,454516
gujarat,2021,3,jamnagar district,309842
gujarat,2021,3,devbhumi dwarka district,107517
gujarat,2021,3,rajkot district,782611
gujarat,2021,3,aravallis district,171101
gujarat,2021,3,chhotaudepur district,72071
gujarat,2021,3,botad district,146842
gujarat,2021,3,bharuch district,634589
gujarat,2021,3,bhavnagar district,520764
gujarat,2021,3,junagadh district,223916
gujarat,2021,3,mahesana district,578072
gujarat,2021,3,the dangs district,20709
gujarat,2021,3,kheda district,352948
gujarat,2021,3,surat district,2830392
gujarat,2021,3,porbandar district,78063
gujarat,2021,3,gandhinagar district,706654
gujarat,2021,3,panch mahals district,229915
gujarat,2021,3,narmada district,63821
gujarat,2021,3,gir somnath district,190336
gujarat,2021,3,valsad district,565423
gujarat,2021,3,mahisagar district,103140
gujarat,2021,3,sabar kantha district,300258
gujarat,2021,3,tapi district,118730
gujarat,2021,3,vadodara district,1210266
gujarat,2021,3,banas kantha district,698841
gujarat,2021,3,amreli district,221334
gujarat,2021,3,ahmadabad district,3445024
gujarat,2021,3,dohad district,169037
gujarat,2021,3,navsari district,250233
gujarat,2021,3,patan district,287021
gujarat,2021,3,kachchh district,587589
gujarat,2021,3,surendranagar district,274891
gujarat,2021,3,morbi district,240295
gujarat,2021,4,anand district,485306
gujarat,2021,4,jamnagar district,331942
gujarat,2021,4,devbhumi dwarka district,115900
gujarat,2021,4,rajkot district,837869
gujarat,2021,4,aravallis district,183617
gujarat,2021,4,chhotaudepur district,77777
gujarat,2021,4,botad district,157462
gujarat,2021,4,bharuch district,679705
gujarat,2021,4,bhavnagar district,558013
gujarat,2021,4,junagadh district,240022
gujarat,2021,4,mahesana district,618376
gujarat,2021,4,the dangs district,22325
gujarat,2021,4,kheda district,377827
gujarat,2021,4,surat district,3026960
gujarat,2021,4,porbandar district,83713
gujarat,2021,4,gandhinagar district,754369
gujarat,2021,4,panch mahals district,246694
gujarat,2021,4,narmada district,68577
gujarat,2021,4,gir somnath district,204170
gujarat,2021,4,valsad district,605655
gujarat,2021,4,mahisagar district,110939
gujarat,2021,4,sabar kantha district,321717
gujarat,2021,4,tapi district,127186
gujarat,2021,4,vadodara district,1292097
gujarat,2021,4,banas kantha district,751116
gujarat,2021,4,amreli district,237874
gujarat,2021,4,ahmadabad district,3679243
gujarat,2021,4,dohad district,181787
gujarat,2021,4,navsari district,267352
gujarat,2021,4,patan district,308499
gujarat,2021,4,kachchh district,630878
gujarat,2021,4,surendranagar district,295801
gujarat,2021,4,morbi district,258433
gujarat,2022,1,anand district,514400
gujarat,2022,1,jamnagar district,352844
gujarat,2022,1,devbhumi dwarka district,123599
gujarat,2022,1,rajkot district,889499
gujarat,2022,1,aravallis district,195778
gujarat,2022,1,chhotaudepur district,83102
gujarat,2022,1,botad district,167646
gujarat,2022,1,bharuch district,722367
gujarat,2022,1,bhavnagar district,593259
gujarat,2022,1,junagadh district,255421
gujarat,2022,1,mahesana district,656908
gujarat,2022,1,the dangs district,23744
gujarat,2022,1,kheda district,401982
gujarat,2022,1,surat district,3210535
gujarat,2022,1,porbandar district,89084
gujarat,2022,1,gandhinagar district,799301
gujarat,2022,1,panch mahals district,263066
gujarat,2022,1,narmada district,73152
gujarat,2022,1,gir somnath district,217816
gujarat,2022,1,valsad district,643742
gujarat,2022,1,mahisagar district,118430
gujarat,2022,1,sabar kantha district,342020
gujarat,2022,1,tapi district,135297
gujarat,2022,1,vadodara district,1368210
gujarat,2022,1,banas kantha district,802470
gujarat,2022,1,amreli district,253714
gujarat,2022,1,ahmadabad district,3897869
gujarat,2022,1,dohad district,194298
gujarat,2022,1,navsari district,283795
gujarat,2022,1,patan district,329312
gujarat,2022,1,kachchh district,671465
gujarat,2022,1,surendranagar district,315677
gujarat,2022,1,morbi district,275512
gujarat,2022,2,anand district,541890
gujarat,2022,2,jamnagar district,372354
gujarat,2022,2,devbhumi dwarka district,130591
